ID;Prompt;Response;;
User Story 16: Filter Trips by Driver Rating;"User Story 16: Filter Trips by Driver Rating
● User Story: As a person looking for a cheap ride-hailing service,
I want to filter the trip options by driver ratings, so that I
can choose a trip with a highly rated driver.";"Scenario: Filter trips by driver rating
  Given a user is on the trip options page
  And there are multiple trip options available
  When the user filters trips by driver rating of 4.5 stars or higher
  Then only trips with drivers rated 4.5 stars or higher should be displayed";;
User Story 17: Add Trip to Favorites;"User Story 17: Add Trip to Favorites
● User Story: As a person who wants a cheap transportation service,
I want to add a trip to my favorites, so that I can save the best
options and access them quickly in the future.";"Scenario: Add a trip to favorites
  Given a user is logged into the transportation service app
  And the user has selected a trip
  When the user adds the trip to their favorites
  Then the trip should be saved in the user's favorites list
  And the user should be able to access the trip quickly in the future";;
User Story 1: Enter Origin Address;"User Story 1: Enter Origin Address
● User Story: As a person who wants a cheap transportation service, I want to enter the origin address of the trip,
So that I can set my starting point.";"Scenario: Enter origin address for trip
  Given a user wants a cheap transportation service
  When the user enters the origin address of the trip
  Then the starting point of the trip should be set";;
User Story 2: Enter Destination Address;"User Story 2: Enter Destination Address
● User Story: As a person who wants a cheap transportation service, I want to enter the destination address of the trip,
So that I can know where I am going.";"Scenario: Enter destination address for trip
  Given a person who wants a cheap transportation service
  When the person enters the destination address of the trip
  Then the person should know where they are going";;
User Story 3: View Transportation Services;"User Story 3: View Transportation Services
● User Story: As a person who wants a cheap transportation service, I want to view the list of available transportation services,
so that I can choose between them.";"Scenario: View list of available transportation services
  Given a person who wants a cheap transportation service
  When the person views the list of available transportation services
  Then the person should see a list of transportation services
  And the person can choose between them";;
User Story 4: Select Transportation Service;"User Story 4: Select Transportation Service
● User Story: As a person who wants a cheap transportation service, I want to select a specific transportation service,
So that I can search for rides only on that service.";"Scenario: Select a specific transportation service for cheap rides
  Given a person who wants a cheap transportation service
  When the person selects a specific transportation service
  Then the person can search for rides only on that service";;
User Story 5: Choose Transportation Type (Moto);"User Story 5: Choose Transportation Type (Moto)
● User Story: As a person who wants a cheap transportation service, I want to choose the transportation type (moto),
So that I can opt for the fastest option.";"Scenario: Choose Moto as Transportation Type
  Given a user wants a cheap transportation service
  When the user selects the transportation type as moto
  Then the user should see moto as the fastest option";;
User Story 6: Choose Transportation Type (Car);"User Story 6: Choose Transportation Type (Car)
● User Story: As a person who wants a cheap transportation service, I want to choose the transportation type (car),
So that I can opt for a more comfortable trip.";"Scenario: Choose car as transportation type for a comfortable trip
  Given a user who wants a cheap transportation service
  When the user chooses the transportation type as car
  Then the user should be able to opt for a more comfortable trip";;
User Story 7: Choose Ride Type (Passenger);"User Story 7: Choose Ride Type (Passenger) 
● User Story: As a person who wants a cheap transportation service, I want to choose the ride type (passenger), 
So that I can request a ride for myself.";"Scenario: Choose ride type as passenger for a cheap transportation service
  Given a user who wants a cheap transportation service
  When the user selects the ride type as passenger
  Then the user should be able to request a ride for themselves";;
User Story 8: Choose Trip Type (Delivery);"User Story 8: Choose Trip Type (Delivery)
● User Story: As a person who wants a cheap shipping service, I want to choose the trip type (delivery),
So that I can send a package.";"Scenario: Choose delivery trip type for cheap shipping service
  Given a person who wants a cheap shipping service
  When the person chooses the trip type as delivery
  Then the person should be able to send a package";;
User Story 9: View Ride Options for Selected Service;"User Story 9: View Ride Options for Selected Service
● User Story: As a person who wants a cheap transportation service, I want to view the ride options for the selected transportation service, so that I can compare the offers.";"Scenario: View ride options for selected transportation service
  Given a person who wants a cheap transportation service
  And the person has selected a transportation service
  When the person views the ride options
  Then the person should see the available ride options for the selected service
  And the person should be able to compare the offers";;
User Story 10: See Prices for Each Trip;"User Story 10: See Prices for Each Trip
● User Story: As a person who wants a cheap transportation service, I want to see the prices for each trip,
so that I can choose the cheapest option.";"Scenario: Display prices for each trip
  Given a user is on the trip selection page
  When the user views the available trips
  Then the prices for each trip should be displayed
  And the user can compare the prices to choose the cheapest option";;
User Story 11: Choosing a Ride;"User Story 11: Choosing a Ride
● User Story: As a person who wants a cheap transportation service, I want to choose the ride that suits me the most,
so that I can take it.";"Scenario: Choosing the most suitable ride for cheap transportation
  Given a person who wants a cheap transportation service
  When the person chooses a ride
  Then the ride should suit the person's needs
  And the person should be able to take the ride";;
User Story 12: Redirect to the Service App;"User Story 12: Redirect to the Service App
● User Story: As a person who wants a cheap ride-hailing service, I want to be redirected to the ride-hailing service app after choosing a ride, so that I can confirm the request.";"Scenario: Redirect to the ride-hailing service app after choosing a ride
  Given a user has selected a ride
  When the user confirms the ride selection
  Then the user should be redirected to the ride-hailing service app
  And the user should be able to confirm the ride request";;
User Story 13: Save Low Price Priority;"User Story 13: Save Low Price Priority
● User Story: As a person who wants a cheap transportation service, I want to save my low price priority,
So that I can get the cheapest options.";"Scenario: Save low price priority for transportation service
  Given a user who wants a cheap transportation service
  When the user saves their low price priority
  Then the user should see the cheapest transportation options";;
User Story 14: Save Short Time Priority;"User Story 14: Save Short Time Priority
● User Story: As a person who wants a cheap transportation service, I want to save my short time priority,
So that I can choose trips that arrive faster.";"Scenario: Save short time priority for faster trips
  Given a user who wants a cheap transportation service
  When the user saves their short time priority
  Then the user should be able to choose trips that arrive faster";;
User Story 15: Save Driver Rating Priority;"User Story 15: Save Driver Rating Priority
● User Story: As a person who wants a cheap ride-hailing service, I want to save my driver rating priority,
So that I can select trips with highly rated drivers.";"Scenario: Save driver rating priority for selecting highly rated drivers
  Given a user who wants a cheap ride-hailing service
  And the user is logged into the ride-hailing app
  When the user saves their driver rating priority
  Then the user should be able to select trips with highly rated drivers";;
User Story 16: Register Favorite Destination (Home);"User Story 16: Register Favorite Destination (Home)
● User Story: As a person who wants a cheap transportation service, I want to register my favorite destination (home),
So that I can quickly access it in future searches.";"Scenario: Register favorite destination as home
  Given a user who wants a cheap transportation service
  And the user is logged into the transportation app
  When the user registers their favorite destination as home
  Then the favorite destination should be saved as home
  And the user should be able to quickly access it in future searches";;
User Story 17: Register Favorite Destination (Work);"User Story 17: Register Favorite Destination (Work)
● User Story: As a person who wants a cheap transportation service, I want to register my favorite destination (work),
So that I can quickly access it in future searches.";"Scenario: Register favorite destination for quick access
  Given a user who wants a cheap transportation service
  And the user is on the favorite destinations page
  When the user registers their work address as a favorite destination
  Then the work address should be saved as a favorite destination
  And the user should be able to quickly access it in future searches";;
User Story 18: Register Favorite Destination (School);"User Story 18: Register Favorite Destination (School)
● User Story: As a person who wants a cheap transportation service, I want to register my favorite destination (school),
So that I can quickly access it in future searches.";"Scenario: Register favorite destination (school)
  Given a user who wants a cheap transportation service
  And the user is on the favorite destinations page
  When the user registers their school as a favorite destination
  Then the school should be saved as a favorite destination
  And the user should be able to quickly access the school in future searches";;
User Story 19: View Cost of Previous Trips;"User Story 19: View Cost of Previous Trips
● User Story: As a person who wants a cheap transportation service, I want to see the cost of previous trips,
so that I can understand my expenses.";"Scenario: View the cost of previous trips
  Given a user with a history of trips
  When the user navigates to the trip history page
  Then the user should see a list of previous trips
  And each trip should display its cost";;
User Story 20: View Routes of Previous Trips;"User Story 20: View Routes of Previous Trips
● User Story: As a person who wants a cheap transportation service, I want to see the routes of previous trips,
so that I can evaluate my routes.";"Scenario: View routes of previous trips
  Given a user with previous trips
  When the user navigates to the trip history page
  Then the user should see a list of previous trips
  And the user should see the routes of each trip";;
User Story 21: View Driver Ratings;"User Story 21: View Driver Ratings
● User Story: As a person who wants a cheap transportation service, I want to see the drivers' ratings from previous trips,
so that I can make better decisions in the future.";"Scenario: View driver ratings to make better decisions
  Given a user is on the transportation service app
  And the user has completed previous trips
  When the user views the driver ratings
  Then the user should see the ratings from previous trips
  And the user can make better decisions for future trips";;
User Story 22: View Most Selected Transportation Service;"User Story 22: View Most Selected Transportation Service
● User Story: As a person who wants a cheap transportation service, I want to see which transportation service I selected most often, so that I can identify my preferences.";"Scenario: View the most selected transportation service
  Given a user who wants a cheap transportation service
  And the user has selected transportation services multiple times
  When the user views their transportation service history
  Then the user should see the transportation service they selected most often";;
